align_len	b1	b2	bw1	bw2	ch_match	e1	e2	ew1	ew2	gid1	gid2	id1	id2	len1	len2	matches	matches_percent	s1	s2	score	seq1	seq2	series_b1	series_b2	tok1	tok2	uid1	uid2	w_match
183	1286	1	263	0	135	1460	184	300	37	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms9039	Shamela0009783-ara1.completed.ms0035	1460	1424	172	93.98907103825137	المنتصر قال ث---نا إسحاق عن شريك عن الأعمش عن أبي ظبيان أو مجاهد عن ابن عباس بنحوه إلا أنه قال ففتقت منه السموات حدثنا ابن بشار قال --ثنا يحيى قال --ثنا سفيان قال --ثني سليمان عن أبي	المنتصر قال أخبرنا إسحاق عن شريك عن الأعمش عن أبي ظبيان او مجاهد عن ابن عباس بنحوه إلا أنه قال ففتقت منه السموات حدثنا ابن بشار قال حدثنا يحيى قال حدثنا سفيان قال حدثني سليمان عن أبي	319.5	9039	35	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	3699728306367482316	7160196747883486313	32
1165	395	1	82	0	398	1368	811	291	178	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms9040	Shamela0009783-ara1.completed.ms0022	1405	1413	527	45.236051502145926	وما أكت------ب قال اكتب القدر قال فجرى القلم بما هو كائن من ذلك إلى قيام الساعة ثم رفع بخار الماء ففتق منه السموات ثم خلق النون فدحيت الأرض على ظهره فاضطرب النون فمادت الأرض فأثبتت بالجبال فإنها لتفخر على الأرض حدثنا واصل بن عبد الأعلى قال ث--نا وكيع عن الأعمش عن أبي ظبيان عن ابن عباس نحوه حدثنا محمد بن --عمرو قال --ثنا أبو عاصم قال ثنا عيسى وحدثني الحارث قال ثنا الحسن قال ثنا ورقاء جميعا عن ابن أبي نجيح أن إبراه--------------------------------------------------------------------------------------------يم بن أبي بكر أخبره عن-------------------------------------- مجاهد قال كان يقال النون الحوت الذي تحت الأرض الساب----------عة حدثنا ----ابن عبد الأعلى قال ثنا ابن ثور قال قال-- معمر ثن--ا الأعمش أن ابن عباس قال إن أول شيء خلق القلم ثم ذكر نحو حديث واصل عن ابن فضيل وزاد فيه ثم قرأ ابن عباس ن والقلم وما يسطرون القلم حدثنا ابن حميد قال ثنا جرير عن عطاء عن أبي الضحى مسلم بن صبيح عن ابن عباس قال إن أول شيء خلق ربي الق-------لم فقال له اكتب فكتب ما هو كائن إلى أن تقوم الساعة ثم خلق النون فوق الماء ثم كبس الأرض عليه وقال آخرون ن القلم حرف من حروف الرحمن ----------------------ذكر من قال ذلك حدثنا عبد الله بن أحمد المروزي قال --ثنا عل-ي بن الحسين قال ثنا أبي	وما أكتب يا رب قال اكتب القدر قال فجرى القلم بما هو كائن من ذلك إلى قيام الساعة ثم رفع بخار الماء ففتق منه السموات حدث------------------------------------------------------------------------------------------------نا واصل بن عبد الأعلى قال حدثنا وكيع عن الأعمش عن أبي ظبيان عن ابن عباس نحوه حدثنا محمد بن المثنى قال حدثنا -------------------------------------------------------------------------ابن أبي عدي عن شعبة عن سليمان عن أبي ظبيان عن ابن عباس قال أول ما خلق الله من شيء القلم فجرى بما هو كائن حدثنا تميم بن المنتصر أخبرنا إسحاق عن شريك عن الأعمش عن أبي ظبيان أو م----------------------------------------جاهد عن ابن عباس بنحوه حدثنا محمد بن عبد الأعلى --حدثنا ابن ثور قال حدثنا معمر حدثنا الأعمش أن ابن عباس قال إن أول شيء خلق الق------------------------------------------------------------------------------------لم حدثنا ابن حميد حد--ثنا جرير عن عطاء عن ابى الضحا مسلم بن صبيح عن ابن عباس قال إن أول شيء خلق ربي عز وجل القلم فقال له اكتب فكتب ما هو كائن إلى أن تقوم الساعة----------------------------------------- وقال آخرون بل أول شيء خلق الله عز وجل من خلقه النور والظلمة ذكر من قال ذلك حدثنا ابن ---------حم-------يد قال حدثنا سلمة بن ال-فضل قال قال ابن	791.5	9040	22	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	-1496063473429332123	-8309800322076984348	101
475	262	773	52	148	324	709	1231	146	242	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms9040	Shamela0009783-ara1.completed.ms0034	1405	1514	413	86.94736842105263	حدث--نا واصل -بن عبد الأعلى------- قال --ثنا محمد بن فضيل عن الأعمش عن أبي ظبيان عن ابن عباس قال وأول ما خلق الله------ من شيء القلم فقال له اكتب فقال وما أكت------ب قال اكتب القدر قال فجرى القلم بما هو كائن من ذلك إلى قيام الساعة ثم رفع بخار الماء ففتق منه السموات ثم خلق النون فدحيت الأرض على ظهره فاضطرب النون فمادت الأرض فأثبتت بالجبال فإنها لتفخر على الأرض حدثنا واصل بن عبد الأعلى قال ثنا وكيع عن الأعمش عن أبي ظبيان عن ابن عباس نحوه حدثنا محمد بن --عمرو قال --ثنا أبو	حدثكموه واصل ابن عبد الأعلى الأسدي قال حدثنا محمد بن فضيل عن الأعمش عن أبي ظبيان عن ابن عباس قال -أول ما خلق الله تعالى من شيء القلم فقال له اكتب فقال وما أكتب يا رب قال اكتب القدر قال فجرى القلم بما هو كائن من ذلك إلى قيام الساعة ثم رفع بخار الماء ففتق منه السموات ثم خلق النون فدحيت الأرض على ظهره فاضطرب النون فمادت الأرض فأثبتت بالجبال فإنها لتفخر على الارض حدثني واصل قال حدث------------نا وكيع عن الأعمش عن أبي ظبيان عن ابن عباس نحوه حدثنا ----ابن المثنى قال حدثنا ابن	744.5	9040	34	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	-1496063473429332123	-180107954681665889	76
593	1	184	0	37	295	533	668	111	138	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms9040	Shamela0009783-ara1.completed.ms0035	1405	1424	380	64.08094435075886	ظبيان عن ابن عباس قال أول ما خلق الله------ القلم -قال اكتب -قال ما أكتب قال اكتب القدر قال فجرى بما--- يكون من ذلك اليوم إلى قيام الساعة ثم خلق النون ورفع بخار الماء ففتقت منه السماء وبسطت الأرض على ظهر النون فاضطرب النون فمادت الأرض فأثبتت بالجب----ال فإنها لتفخر على الأرض حدثنا واصل بن عبد الأعلى قال --ثنا محمد بن فضيل عن الأعمش عن-------------- أبي ظبيان عن ابن عباس قال وأول ما خلق الله من شيء القلم ف---------------قال له اكتب فقال وما أكتب قال اكتب القدر قال فجرى القلم بما هو كائن من ذلك إلى قيا---م الساعة ثم رفع بخار الماء ففتق منه السموات ثم خلق النون فدحيت----------- الأرض على -	ظبيان عن ابن عباس قال أول ما خلق الله تعالى القلم فقال اكتب فقال ما أكتب قال اكتب القدر قال فجرى بما هو كائن من ذلك اليوم إلى قيام الساعة ثم خلق النون ورفع بخار الماء ففتقت منه السماء وبسطت الأرض على ظهر النون فاضطرب النون فمادت الأرض فأثبتت بالجبال قال فإنها لتفخر على الأرض حدثنا ----ابن ------حميد قال حدثنا جرير عن عطاء بن السائب عن أبي الضحى مسلم بن صبي-ح عن ابن عباس قال -أول--------------- شيء خلق الله تعالى القلم فقال له اكت---------ب فكتب -------------------------------ما هو كائن------- إلى أن تقوم الساعة----------------------------------- ثم خلق النون فوق الماء ثم كبس الأرض عليه	606.5	9040	35	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	-1496063473429332123	7160196747883486313	63
217	1052	454	220	91	145	1250	668	265	138	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms9040	Shamela0009783-ara1.completed.ms0035	1405	1424	189	87.09677419354838	القلم حدثنا ابن حميد قال --ثنا جرير عن عطاء---------- عن أبي الضحى مسلم بن صبيح عن ابن عباس قال إن أول شيء خلق ربي------- القلم فقال له اكتب فكتب ما هو كائن إلى أن تقوم الساعة ثم خلق النون فوق الماء ثم كبس الأرض عليه	الأرض حدثنا ابن حميد قال حدثنا جرير عن عطاء بن السائب عن أبي الضحى مسلم بن صبيح عن ابن عباس قال--- أول شيء خلق الله تعالى القلم فقال له اكتب فكتب ما هو كائن إلى أن تقوم الساعة ثم خلق النون فوق الماء ثم كبس الأرض عليه	343.0	9040	35	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	-1496063473429332123	7160196747883486313	40
456	802	632	156	143	319	1248	1066	251	235	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms9042	Shamela0009783-ara1.completed.ms0021	1466	1360	409	89.69298245614034	حدثني محمد بن صالح-- الأنماطي قال ثنا عباد بن العوام قال ثنا عبد الواحد بن سليم قال سمعت عطاء قال سألت الوليد بن عبادة بن الصامت كيف كانت وصية أبيك حين حشره الموت فقال دعاني فقال أي بني اتق الله واعلم أنك لن تتقي الله ولن تبلغ العلم حتى تؤمن بالله وحده والقدر خيره وشره إني سمعت رسول الله صلى الله عليه وسلم يقول إن أول ما خلق الله خل-------ق القلم فقال له اكتب قال يا رب وما أكتب قال اكتب القدر قال فجرى القلم في تلك الساعة بما كان و-ما هو كائن إلى الأبد	حدثني محمد بن معاوية الأنماطي حدثن--ا عباد بن العوام حدثن--ا عبد الواحد بن سليم قال سمعت عطاء قال سألت الوليد بن عبادة بن الصامت كيف كانت وصية أبيك حين حضره الموت -قال دعاني فقال أي بني اتق الله واعلم أنك لن تتقي الله ولن تبلغ العلم حتى تؤمن بالله وحده والقدر خيره وشره إني سمعت رسول الله ص----------------- يقول إن أول ما خلق الله عز وجل خلق القلم فقال له اكتب قال يا رب وما أكتب قال اكتب القدر قال فجرى القلم في تلك الساعة بما كان وبما هو كائن إلى الأبد	775.0	9042	21	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	5184328553339674123	880792160499644946	82
280	794	1	171	0	173	1061	248	230	55	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms9043	Shamela0009783-ara1.completed.ms0021	1401	1360	225	80.35714285714286	بن صالح عن أيوب بن زياد قال --ثني عباد ب-ن الوليد بن عبادة بن الصامت قال أخبرني أبي قال قال أبي عبادة بن الصامت يا بني سمعت رسول الله صلى الله عليه وسلم يقول إن أول ما خلق الله القلم فقال له اكتب فجرى في تلك الساعة بما هو كائن إلى يوم القيامة حدثني-------- محمد بن عمرو قال --ثنا	بن صالح عن أيوب بن زياد قال حدثني عبادة بن الوليد بن عبادة بن الصامت قال أخبرني أبي قال قال أبي عبادة بن الصامت يا بني سمعت رسول الله ص----------------- يقول إن أول ما خلق الله القلم فقال له اكتب فجرى في تلك الساعة بما هو ----------------كائن حدثني أحمد بن محمد بن حبيب قال حدثنا	411.0	9043	21	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	-7677427884591612569	880792160499644946	46
403	6	1028	1	222	148	316	1410	65	299	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms9043	Shamela0009783-ara1.completed.ms0022	1401	1413	195	48.38709677419355	قال أول شيء خلق الله ال---------------------------------------------------------------------------------------قلم وأمره فكتب كل شيء حدثنا موسى بن سهل الرملي قال ثنا نعيم بن حماد قال ثنا ابن المبارك بإسناده عن النبي صلى الله عليه وسلم نحوه حدثنا ابن بشار قال --ثنا عبد الرحمن قال ثنا سفيان عن أبي هاشم عن مجاهد قال قلت لابن عباس إن ناسا يكذبون بالقدر فقال إنهم يكذبون بكتاب الله لآخذن بشعر أحدهم فلا ----	قال أول شيء خلق الله القلم فإن قال لنا قائل فإنك قلت أولى القولين اللذين أحدهما أن أول شيء خلق الله من خلقه القلم والآخر أنه النور والظلمة قول من قال إن أول شيء خلق الله من خلقه القلم فما وجه الرواية------ عن ابن عباس التي حدثكموها -------------ابن بشار قال حدثنا عبد الرحمن حد--ثنا سفيان عن أبي هاشم عن مجاهد قال قلت لابن عباس إن ناسا يكذبون بالقدر فقال إنهم يكذبون بكتاب الله لآخذن بشعر أحدهم فلأنفضن	296.0	9043	22	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	-7677427884591612569	-8309800322076984348	34
476	316	640	65	138	200	675	1040	145	228	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms9043	Shamela0009783-ara1.completed.ms0023	1401	1383	258	54.20168067226891	--يقصن به إن الله------- كان على عرشه قبل أن يخلق شيئا فكان أول ما خل-----------------------------------------------------------------------------------ق الله------- القلم فجرى بما هو كائن إلى يوم القيامة فإنما يجري الناس على أمر قد فرغ منه حدثنا ابن المثنى قال --ثنا عبد الصمد قال --ثنا شعبة قال --ثنا أبو هاشم أنه سمع مجاهدا قال سمعت عبد الله لا ندري ابن عمر أو ابن عباس قال إن أول ما خلق الله القلم ف------------جرى القلم بما هو كائن وإنما يعمل الناس اليوم فيما قد فرغ منه	سفيان من أ-ن الله عز وجل كان على عرشه----------------- فكان أول ما خلق القلم بل روى ذلك كالذي رواه سائر من ذكرنا من الرواة عن ابن عباس أنه قال أول ما خلق الله عز وجل القلم ذكر من قال ذلك حد------------------------------------------------------ثنا ابن المثنى قال حدثني عبد الصمد قال حدثنا شعبة قال حدثنا أبو هاشم---- سمع مجاهدا قال سمعت عبد الله لا يدري ابن عمر أو ابن عباس قال إن أول ما خلق الله القلم فقال له اجر فجرى القلم بما هو كائن وإنما يعمل الناس اليوم فيما قد فرغ منه	433.5	9043	23	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	-7677427884591612569	-7603192382098529375	48
155	324	1	67	0	106	468	154	99	34	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms9043	Shamela0009783-ara1.completed.ms0023	1401	1383	138	89.03225806451613	إن الل-----------ه كان على عرشه قبل أن يخلق شيئا فكان أول ما خلق الله القلم فجرى بما هو كائن إلى يوم القيامة فإنما يجري الناس على أمر قد فرغ منه حدثنا ابن	إن الله تعالى ذكره كان على عرشه قبل أن يخلق شيئا فكان أول ما خلق الله القلم فجرى بما هو كائن إلى يوم القيامة وإنما يجري الناس على أمر قد فرغ منه وعن-- ابن	256.5	9043	23	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	-7677427884591612569	-7603192382098529375	29
835	680	85	137	18	538	1474	844	300	176	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms9184	Shamela0009783-ara1.completed.ms0739	1474	1451	686	82.15568862275448	حدثنا ابن المثنى قال --ثنا------ الوليد بن مسلم قال --ثنا الأوزاعي ------قال ثني يحيى ------بن أبي كثير قال سألت أبا سلمة أي القرآن أنزل أول فقال يا أيها المدثر المدثر فقلت يقولون اقرأ باسم ربك الذي خلق العلق فقال أبو سلمة سألت جابر بن عبد الله أي القرآن أنزل أول فقال يا أيها المدثر المدثر فقلت يقولون اقرأ باسم ربك الذي خلق العلق فقال لا أخبرك إلا ما حدثنا النبي صلى الله عليه وسلم قال جاورت في حراء فلما قضيت جواري هبطت فاستبطنت الوادي فنوديت فنظرت عن يميني وعن شمالي وخلفي وقدامي فلم أر شيئا فنظرت فوق رأسي فإذا هو جالس على عرش بين السماء والأرض فخشيت منه--------------- هكذا قال عثمان بن عمرو إنما هو فجثثت منه ولقيت خديجة فقلت دثروني فدثروني وصبوا علي ماء فأنزل الله علي يا أيها المدثر قم فأنذر المدثر حدثنا أبو كريب قال --ثنا وكيع عن علي بن --مبارك عن يحيى بن أبي كثير قال سألت أبا سلمة عن أول ما نزل من القرآن قال نزلت يا أيها	حدثنا ابن المثنى قال حدثنا عثمان بن عمر بن فارس قال حدثنا عل-----ي بن المبارك عن يحيى يعني ابن أبي كثير قال سألت أبا سلمة أي القرآن أنزل أول فقال يا أيها------- المدثر فقلت يقولون اقرأ باسم ربك ف---------------قال أبو سلمة سألت جابر بن عبد الله اى القرآن انزل أول فقال يا أيها------- المدثر فقلت------- اقرأ باسم ربك الذي خلق ف------قال لا أخبرك إلا ما حدثنا النبي ص -----------------قال جاورت في حراء فلما قضيت جواري هبطت فاستبطنت الوادي فنوديت فنظرت عن يميني وعن شمالي وخلفي وقدامي فلم أر شيئا فنظرت فوق رأسي فإذا هو جالس على عرش بين السماء والأرض فخشيت منه قال ابن المثنى هكذا قال عثمان بن عمر وانما هو فجئثت منه فلقيت خديجة فقلت دثروني فدثروني وصبوا على ماء وانزل----- على يا أيها المدثر قم فأنذ-------ر حدثنا أبو كريب قال حدثنا وكيع عن علي بن المبارك عن يحيى بن أبي كثير قال سألت أبا سلمة عن أول ما نزل من القرآن قال نزلت يا أيها	1214.0	9184	739	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	5572669038104263685	-7409936890387000804	127
492	209	38	44	9	327	680	477	137	98	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms9184	Shamela0009783-ara1.completed.ms0741	1474	1489	410	83.33333333333334	حدثنا يونس-------------- قال أخبرنا ابن وهب قال أخبرنا يونس عن ابن شهاب قال أخبرني أبو سلمة بن عبد الرحمن أن جابر بن عبد الله الأنصاري قال قال رسول الله صلى الله عليه وسلم وهو يحدث عن فترة الوحي بينا أنا أمشي سمعت صوتا من السماء فرفعت رأسي فإذا الملك الذي جاءني بحراء جالس على كرسي بين السماء والأرض قال رسول الله صلى الله عليه وسلم فجثثت منه فرقا وجئت أهلي فقلت زملوني زملوني فدثروني فأنزل الله------- يا أيها المدثر قم فأنذر وربك فكبر المدثر إلى قوله والرجز المدثر فاهجر قال ثم تتابع الوحي	حدثني يونس بن عبد الأعلى قال أخبرنا ابن وهب قال أخبرني يونس عن ابن شهاب قال أخبرني أبو سلمة بن عبد الرحمن أن جابر بن عبد الله الأنصاري قال قال رسول الله ص----------------- وهو يحدث عن فترة الوحي بينا أنا أمشي سمعت صوتا من السماء فرفعت رأسي فإذا الملك الذي جاءني بحراء جالس على كرسي بين السماء والأرض قال رسول الله ص فجئ-----------------ثت منه فرقا وجئت----- فقلت زملوني زملوني فدثرونى فانزل الله عز وجل يا أيها المدثر قم فأنذر وربك فكب-------ر إلى قوله والرجز------- فاهجر قال ثم تتابع الوحي	752.5	9184	741	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	5572669038104263685	4372360987984070288	74
498	8	844	1	176	254	429	1269	87	264	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms9185	Shamela0009783-ara1.completed.ms0739	1484	1451	324	65.06024096385542	المدثر أول قال قلت إنهم يقولون اقرأ باسم ربك الذي خلق العلق فقال سألت جابر بن عبد الله فقال لا أحدثك إلا ما حدثنا رسول الله صلى الله عليه وسلم قال جاورت بحراء فلما قضيت جواري هبطت فسمعت صوتا فنظرت عن يميني فلم أر شيئا ون----------------------------------------------ظرت خلفي فلم أر شيئا فرفعت رأسي فرأيت شيئا فأتيت خديجة فقلت دثروني وصبوا علي --------------------------ماء باردا فنزلت يا أيها المدثر المدثر حدثنا ابن عبد الأعلى قال ثنا ابن ث-----ور عن معمر عن الزهري قال فتر الوحي عن رسول الله صلى	المدثر أول قال قلت إنهم يقولون اقرأ باسم ربك الذي خ------لق فقال سألت جابر بن عبد الله فقال لا أحدثك إلا ما حدثنا رسول الله ص -----------------قال جاورت بحراء فلما قضيت جواري هبطت فسمعت صوتا فنظرت عن يميني فلم أر شيئا وعن شمالي فلم أر شيئا ونظرت أمامي فلم أر شيئا ونظرت خلفي فلم أر شيئا فرفعت رأسي فرأيت شيئا فأتيت خديجة فقلت دثروني وصبوا علي ماء قال فدثرونى وصبوا على ماء باردا فنزلت يا أيه-------------------------------------------ا المدثر وحدثت عن هشام بن --محمد قال اتى ---جبريل رسول الله ص --	584.0	9185	739	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	4302241485055300555	-7409936890387000804	60
576	343	985	68	196	376	885	1503	175	300	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms9185	Shamela0009783-ara1.completed.ms0740	1484	1503	473	82.11805555555556	حدثنا ا----بن عبد الأعلى قال --ثنا ابن ثور عن معمر عن الزهري قال فتر الوحي عن رسول الله صلى الله عليه وسلم فترة فحزن حزنا ف-----جعل يعدو إلى----- شواهق رءوس الجبال ليتردى منها فكلما أوفى بذروة جبل تبدى له جبريل عليه السلام فيقول إنك نبي الله فيسكن----- جأشه وتسكن----- نفسه فكان النبي صلى الله عليه وسلم يحدث عن ذلك قال -بينما أنا أمشي يوما إذ رأيت الملك الذي كان يأتيني بحراء على كرسي بين السماء والأرض فجثثت منه رعبا فرجعت إلى خديجة فقلت زملوني فزملناه أي فدثرناه فأنزل الله------- يا أيها المدثر قم فأنذر وربك فكبر وثيابك فطهر المدثر قال الزهري فكان أول شيء أنزل عليه اقرأ	حدثنا محمد بن عبد الأعلى قال حدثنا ابن ثور عن معمر عن الزهري قال فتر الوحي عن رسول الله ص----------------- فترة فحزن حزنا شديدا جعل يغدو إلى رءوس شواهق----- الجبال ليتردى منها فكلما أوفى بذروه جبل تبدى له جبرئيل----------- فيقول إنك نبي الله فيسكن لذلك جأشه وترجع اليه نفسه فكان النبي ص----------------- يحدث عن ذلك قال فبينما أنا أمشي يوما إذ رأيت الملك الذي كان يأتيني بحراء على كرسي بين السماء والأرض فجئثت منه رعبا فرجعت إلى خديجة فقلت زملوني فزملناه أي -دثرناه فأنزل الله عز وجل يا أيها المدثر قم فأنذر وربك فكبر وثيابك فطه-------ر قال الزهري فكان أول شيء أنزل عليه اقرأ	829.0	9185	740	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	4302241485055300555	2017406554666266407	81
705	527	836	104	165	461	1174	1496	234	300	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms9345	Shamela0009783-ara1.completed.ms0032	1500	1496	583	82.6950354609929	بعضهم دحيت الأرض من بعد خلق السماء ذكر من قال ذلك حدثني علي قال ----------ثنا أبو صالح قال ث--ني معاوية عن علي------------ عن ابن عباس قوله------- حيث ذكر خلق الأرض قبل السماء ثم ذكر السماء قبل الأرض وذلك أن الله خلق الأرض بأقواتها من غير أن يدحوها قبل السماء ثم استوى إلى السماء فسواهن سبع سموات ثم دحا الأرض بعد ذلك فذلك قوله------ والأرض بعد ذلك دحاها النازعات حدثني محمد بن سعد قال --ثني أبي قال ث--ني عمي قال --ثني أبي عن أبيه عن ابن عباس والأرض بعد ذلك دحاها أخرج منها ماءها ومرعاها والجبال أرساها النازعات يعني أن الله خلق السموات والأرض فلما فرغ من السموات قبل أن يخلق أقوات الأ---------------رض فيها بعد خلق السماء وأرسى الجبال يعني بذلك دحوها الأقوات ولم تكن تصلح أقوات الأرض ونباتها إلا بالليل	---ثم دح-ا الأرض--- بعد ذلك -------ذكر من قال ذلك حدثني علي بن داود قال حدثنا أبو صالح قال حدثني معاوية عن علي بن أبي طلحة عن ابن عباس قوله عز وجل حيث ذكر خلق الأرض قبل السماء ثم ذكر السماء قبل الأرض وذلك أن الله خلق الأرض بأقواتها من غير أن يدحوها قبل السماء ثم استوى إلى السماء فسواهن سبع سموات ثم دحا الأرض بعد ذلك فذلك قوله تعالى والأرض بعد ذلك دحاها حدث---------ني محمد بن سعد قال حدثني أبي قال حدثني عمي قال حدثني أبي عن أبيه عن ابن عباس والأرض بعد ذلك دحاها أخرج منها ماءها ومرعاها والجبال أرساها ي---------عني أن----ه خلق السموات والأرض فلما فرغ من السماء -قبل أن يخلق أقوات الأرض بث أقوات الأرض فيها بعد خلق السماء وارسى الجبال يعنى بذلك دحوها-------- ولم تكن تصلح أقوات الأرض ونباتها إلا بالليل	1061.0	9345	32	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	-6482448277748955061	-3841214855454434499	106
401	704	369	143	75	74	988	701	200	139	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms9345	Shamela0009783-ara1.completed.ms0033	1500	1448	97	24.189526184538654	الله خلق الأرض بأقواتها من غير أن يدحوها قبل السماء ثم استوى إلى السماء فسواهن سبع سموات------- ثم دحا الأرض بعد ------------------------------------------------------------------------------ذلك فذلك قوله والأرض بعد ذلك دحاها النازعات حدثني محمد بن سعد قال ثني أبي قال ثني عمي قال ثني أبي عن أبيه عن ابن عباس والأرض بعد ذلك دح--------------------------------اها أخرج منها ماءها ومرعاها والجبال أرساها	ذكره خلق الأرض ولم يدحها ثم خلق ال-------------------------------------------------سموات فسواهن ثم دحا الأرض بعد ذلك فأخرج منها ماءها ومرعاها والجبال أرساها بل ذلك عندي هو الصواب من القول في ذلك وذلك أن معنى الدحو غير معنى الخلق وق--------------------د قال الله عز وجل أأنتم أشد خلقا أم السماء بناها رفع سمكها فسواها وأغطش ليلها وأخرج ضحاها والأرض بعد ذلك دحاها أخرج منها ماءها ومرعاها والجبال أرساها	109.5	9345	33	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	-6482448277748955061	-4305552313948390520	13
239	1272	1167	251	240	174	1500	1406	300	290	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms9345	Shamela0009783-ara1.completed.ms0033	1500	1448	222	92.88702928870293	حدثنا ابن حميد قال --ثنا يعقوب عن حفص------- عن عكرمة عن ابن عباس قال وضع البيت على الماء على أربعة أركان قبل أن يخلق الدنيا بألفي عام ثم دحيت الأرض من تحت البيت حدثنا ابن حميد قال --ثنا مهران عن سفيان عن الأعمش عن بكير بن الأخنس عن مجاهد	حدثنا ابن حميد قال حدثنا يعقوب القمي عن جعفر عن عكرمة عن ابن عباس قال وضع البيت على الماء على أربعة أركان قبل أن يخلق الدنيا بألفي عام ثم دحيت الأرض من تحت البيت حدثنا ابن حميد قال حدثنا مهران عن سفيان عن الأعمش عن بكير بن الأخنس عن مجاهد	426.5	9345	33	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	-6482448277748955061	-4305552313948390520	45
504	599	704	123	147	98	1045	978	216	202	-4945071420828014136	-1843294196576127462	Shamela0007798-ara1.inProgress.ms9397	Shamela0009783-ara1.completed.ms0009	1452	1474	129	25.595238095238095	حدثنا أحمد بن محمد بن حبيب قال ثنا يعقوب بن إبراهيم قال ثنا أ--------------------------------------------------------بي عن صالح قال ثنا نافع عن ابن عمر قال قال رسول الله صلى الله عليه وسلم يوم يقوم الناس لرب العالمين المطففين ويوم القيامة حتى يتغيب أحدهم إلى أنصاف أذنيه في رشحه حدثنا ابن حميد قال ثنا حكام عن عنبسة بن سعيد عن محارب بن دثار عن ابن عمر في قوله يوم يقوم الناس لرب العالمين المطففين قال يقومون مائة سنة حدثنا تميم بن المنتصر قال أخبرنا يزيد قال أخبرنا محمد بن إسحا--ق عن نافع عن ابن عمر عن	حدثني أحمد بن محمد بن حبيب قال حدث-----------------------نا أبو نصر قال حدثنا المسعودي عن إسماعيل بن أبي خالد عن الشعبي عن أبي جبيرة -------------------قال قال رسول الله ص بعثت مع الساعة كهاتين وأشار بإصبعيه الوسطى والسبابة كفضل هذه على هذ--------------------------------------ه حد------------------------------------------------------------------------------------------------------------------------------------------ثنا تميم بن المنتصر قال أخبرنا يزيد قال أخبرنا-------- إسماعيل عن شبيل ----بن عوف عن	144.5	9397	9	Shamela0007798-ara1.inProgress	Shamela0009783-ara1.completed	300	300	-808898243516208852	-8002240492962577161	21
